trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
113,False,"{'a': 0.5, 'e': 0.00031325867334951836}",25,9,22.191385536292547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.0003077870113881194}",30,0,29.17379028744694,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.00030245746691871453}",25,0,35.87222046242632,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.00029726516052318666}",25,11,23.714730927155518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.00029220542041054863}",25,6,32.26641019403826,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.0002872737719046251}",25,0,31.42224414770265,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.0002824659275474896}",20,0,25.263605576976833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.0002777777777777778}",20,0,32.86023338453098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.00027320538214602825}",35,1,44.30182157659875,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.0002687449610319806}",30,8,34.50390428656283,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.0002643928878313173}",25,0,36.97905113790522,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.00026014568158168577}",30,18,20.6382221875266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.000256}",25,12,19.98816667100868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.0002519526329050139}",25,0,-1.81823533865638,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.000248000496000992}",20,0,26.494879160517026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.000244140625}",20,3,23.144858229716966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.00024037017006189532}",25,0,34.448280963583066,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.00023668639053254438}",25,8,27.965696670256897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.00023308664996212343}",20,0,25.155384604053758,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.0002295684113865932}",30,19,19.408182441089398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.00022612923285657754}",20,8,13.775193052907863,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.00022276676319893073}",25,0,33.40176288466629,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.00021947873799725651}",20,0,25.889364711853148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.00021626297577854672}",30,4,36.1116936542041,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.00021311737439394746}",20,0,13.518223266928914,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.00021003990758244065}",25,0,-5.837051776331403,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.00020702862170695097}",30,12,33.74070114075951,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.00020408163265306123}",20,0,-8.545948434175433,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.0002011971228811428}",20,12,13.526217874403887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
